rating,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Actors & Characters,Genre & Style,Themes & Tropes,Viewing & Production
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
1.3624257673667728,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.7502363718073434,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.7502363718073434,1,1,1,1,1,0,0,0,0,0,1
-1.086331814870945,1,1,1,1,1,0,0,0,0,0,1
1.3624257673667728,1,1,1,1,1,0,0,0,0,0,1
-1.086331814870945,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
-1.086331814870945,1,1,1,1,1,0,0,0,0,0,1
1.3624257673667728,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
1.3624257673667728,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.7502363718073434,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.7502363718073434,1,1,1,1,1,0,0,0,0,0,1
-1.086331814870945,1,1,1,1,1,0,0,0,0,0,1
1.3624257673667728,1,1,1,1,1,0,0,0,0,0,1
-1.086331814870945,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
-1.086331814870945,1,1,1,1,1,0,0,0,0,0,1
1.3624257673667728,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
1.3624257673667728,1,1,1,1,1,0,0,0,0,0,1
0.13804697624791393,1,1,1,1,1,0,0,0,0,0,1
